Feature,Importance
FLAG_DOCUMENT_15,0.0
NAME_CONTRACT_TYPE_Revolvingloans,0.0
PREV_CHANNEL_TYPE_Cardealer_MEAN,0.0
FLAG_DOCUMENT_12,0.0
PREV_PRODUCT_COMBINATION_nan_MEAN,0.0
PREV_PRODUCT_COMBINATION_POSotherswithoutinterest_MEAN,0.0
FLAG_DOCUMENT_13,0.0
FLAG_MOBIL,0.0
FLAG_DOCUMENT_14,0.0
ELEVATORS_MODE,0.0
ORGANIZATION_TYPE_LegalServices,0.0
PREV_NAME_TYPE_SUITE_Other_A_MEAN,0.0
ORGANIZATION_TYPE_BusinessEntityType2,0.0
BURO_CNT_CREDIT_PROLONG_SUM,0.0
ORGANIZATION_TYPE_Construction,0.0
ORGANIZATION_TYPE_Culture,0.0
ORGANIZATION_TYPE_Electricity,0.0
ORGANIZATION_TYPE_Emergency,0.0
ORGANIZATION_TYPE_Hotel,0.0
BURO_CREDIT_DAY_OVERDUE_MEAN,0.0
BURO_CREDIT_DAY_OVERDUE_MAX,0.0
ORGANIZATION_TYPE_Housing,0.0
ORGANIZATION_TYPE_Industrytype1,0.0
ORGANIZATION_TYPE_Industrytype10,0.0
ORGANIZATION_TYPE_Industrytype11,0.0
ORGANIZATION_TYPE_Industrytype12,0.0
ORGANIZATION_TYPE_Industrytype13,0.0
ORGANIZATION_TYPE_Industrytype2,0.0
ORGANIZATION_TYPE_Industrytype3,0.0
ORGANIZATION_TYPE_Industrytype4,0.0
ORGANIZATION_TYPE_Cleaning,0.0
BURO_CREDIT_ACTIVE_Baddebt_MEAN,0.0
ORGANIZATION_TYPE_Industrytype6,0.0
ORGANIZATION_TYPE_BusinessEntityType1,0.0
BURO_CREDIT_TYPE_Realestateloan_MEAN,0.0
